Transaction ID,Timestamp,Item ID,Supplier ID,Customer ID,Location,Temperature,Order Amount,Quantity Shipped,Payment Status,Time to Delivery
TX00103,2024-10-26 13:58:29.740690,9201,S3,C1,SF,7.024346589463914,1213,169,Paid,7
TX00104,2024-10-25 13:58:29.740690,9957,S7,C10,LA,9.318009926337616,1460,176,Overdue,1
TX00105,2024-10-24 13:58:29.740690,9995,S1,C4,SF,14.344780733646266,1528,193,Overdue,4
TX00106,2024-10-23 13:58:29.740690,9269,S1,C6,Chicago,17.39612957465429,1497,106,Paid,8
TX00107,2024-10-22 13:58:29.740690,9862,S9,C10,Chicago,12.547523855827407,1390,114,Paid,7
TX00108,2024-10-21 13:58:29.740690,9815,S8,C7,LA,6.53742010256771,1869,96,Paid,7
TX00109,2024-10-20 13:58:29.740690,9270,S3,C7,Chicago,8.739722996166353,2734,191,Paid,7
TX00110,2024-10-19 13:58:29.740690,9455,S6,C8,NY,10.177158790843286,1267,89,Paid,7
TX00111,2024-10-18 13:58:29.740690,9461,S3,C10,Chicago,14.5420438056654,2317,97,Overdue,7
TX00112,2024-10-17 13:58:29.740690,9726,S4,C8,SF,8.699650630425129,2238,88,Paid,7
TX00113,2024-10-16 13:58:29.740690,9251,S1,C8,Chicago,8.508925889808378,2711,150,Paid,5
TX00114,2024-10-15 13:58:29.740690,9701,S5,C8,NY,9.293028029317911,1438,169,Overdue,7
TX00115,2024-10-14 13:58:29.740690,9295,S1,C8,NY,13.887935666803234,1821,92,Overdue,5
TX00116,2024-10-13 13:58:29.740690,9724,S1,C6,NY,12.389454259132506,2607,93,Overdue,7
TX00117,2024-10-12 13:58:29.740690,9719,S10,C9,SF,17.62453929953661,2038,127,Paid,4
TX00118,2024-10-11 13:58:29.740690,9748,S7,C3,NY,15.468984716199692,2053,125,Overdue,8
TX00119,2024-10-10 13:58:29.740690,9337,S6,C6,SF,15.00232807934496,1566,157,Paid,7
TX00120,2024-10-09 13:58:29.740690,9878,S2,C5,NY,7.319750930069205,2096,180,Overdue,6
TX00121,2024-10-08 13:58:29.740690,9052,S2,C8,SF,5.828416979182786,1620,56,Paid,6
TX00122,2024-10-07 13:58:29.740690,9791,S7,C4,SF,12.649982968389072,2172,134,Paid,5
TX00123,2024-10-06 13:58:29.740690,9921,S1,C4,SF,6.074624980573042,2259,107,Paid,2
TX00124,2024-10-05 13:58:29.740690,9216,S2,C10,Chicago,10.460268738895046,1315,140,Paid,6
TX00125,2024-10-04 13:58:29.740690,9763,S8,C10,NY,5.391685225423829,2997,187,Overdue,8
TX00126,2024-10-03 13:58:29.740690,9187,S6,C5,SF,7.652134649447768,1647,59,Paid,2
TX00127,2024-10-02 13:58:29.740690,9379,S2,C6,NY,6.65551803033841,2198,83,Paid,6
TX00128,2024-10-01 13:58:29.740690,9492,S7,C4,Chicago,17.01477505963812,2783,109,Paid,2
TX00129,2024-09-30 13:58:29.740690,9040,S4,C2,LA,10.191892288492305,2911,179,Overdue,8
TX00130,2024-09-29 13:58:29.740690,9156,S2,C2,NY,6.18269777407995,1931,94,Paid,4
TX00131,2024-09-28 13:58:29.740690,9014,S6,C3,NY,8.982203068095188,1840,54,Overdue,8
TX00132,2024-09-27 13:58:29.740690,9812,S9,C2,Chicago,15.24212129104864,2561,75,Paid,6
TX00133,2024-09-26 13:58:29.740690,9064,S9,C1,SF,16.184529082585332,2619,128,Overdue,8
TX00134,2024-09-25 13:58:29.740690,9856,S8,C8,NY,6.7979769477428205,1741,75,Paid,9
TX00135,2024-09-24 13:58:29.740690,9838,S3,C5,LA,16.678496599009,2146,141,Overdue,7
TX00136,2024-09-23 13:58:29.740690,9520,S3,C10,Chicago,10.55838737325617,1837,134,Overdue,1
TX00137,2024-09-22 13:58:29.740690,9343,S2,C1,SF,15.19074003402505,2697,71,Paid,1
TX00138,2024-09-21 13:58:29.740690,9128,S5,C9,NY,15.07261683945416,1059,196,Overdue,1
TX00139,2024-09-20 13:58:29.740690,9647,S4,C8,NY,16.90389081616459,2174,59,Paid,2
TX00140,2024-09-19 13:58:29.740690,9471,S7,C4,Chicago,15.457741704635694,2788,91,Overdue,3
TX00141,2024-09-18 13:58:29.740690,9062,S4,C8,SF,5.583025350087503,1486,148,Paid,6
TX00142,2024-09-17 13:58:29.740690,9138,S9,C10,SF,12.792216663343224,1736,124,Paid,9
TX00143,2024-09-16 13:58:29.740690,9498,S2,C7,Chicago,7.492717602064578,1636,130,Paid,8
TX00144,2024-09-15 13:58:29.740690,9592,S6,C7,NY,19.549468062390357,2620,156,Paid,3
TX00145,2024-09-14 13:58:29.740690,9391,S7,C1,NY,8.837518077666466,2704,81,Overdue,2
TX00146,2024-09-13 13:58:29.740690,9674,S4,C6,SF,11.301610269038347,2369,116,Paid,7
TX00147,2024-09-12 13:58:29.740690,9418,S6,C4,SF,7.950532276601561,2092,169,Paid,9
TX00148,2024-09-11 13:58:29.740690,9288,S7,C10,LA,7.018837007269449,2785,151,Overdue,8
TX00149,2024-09-10 13:58:29.740690,9378,S4,C10,LA,14.013944009055654,2206,163,Paid,5
TX00150,2024-09-09 13:58:29.740690,9772,S8,C10,LA,12.39769473112281,1584,72,Overdue,2
TX00151,2024-09-08 13:58:29.740690,9489,S9,C2,SF,10.61989601154562,1379,99,Paid,5
TX00152,2024-09-07 13:58:29.740690,9230,S1,C10,SF,6.28128533227288,2580,114,Overdue,6
TX00153,2024-09-06 13:58:29.740690,9040,S7,C7,SF,16.03939047002852,1060,67,Overdue,7
TX00154,2024-09-05 13:58:29.740690,9027,S9,C9,NY,5.087844468476284,1416,165,Paid,9
TX00155,2024-09-04 13:58:29.740690,9134,S10,C5,Chicago,11.864923824939776,1472,182,Overdue,6
TX00156,2024-09-03 13:58:29.740690,9200,S5,C8,SF,14.488579711930011,2715,148,Paid,5
TX00157,2024-09-02 13:58:29.740690,9839,S2,C5,NY,11.460662534140203,1366,167,Overdue,7
TX00158,2024-09-01 13:58:29.740690,9779,S10,C7,SF,6.893134758667912,1336,145,Paid,3
TX00159,2024-08-31 13:58:29.740690,9929,S6,C7,Chicago,16.673748292775525,1255,82,Overdue,9
TX00160,2024-08-30 13:58:29.740690,9032,S7,C9,SF,9.859159284554329,1359,91,Overdue,5
TX00161,2024-08-29 13:58:29.740690,9047,S2,C3,NY,7.021333267728996,1622,131,Paid,9
TX00162,2024-08-28 13:58:29.740690,9502,S2,C1,SF,13.253987221196056,1018,128,Paid,3
TX00163,2024-08-27 13:58:29.740690,9406,S10,C2,SF,5.287573363460228,2994,140,Paid,8
TX00164,2024-08-26 13:58:29.740690,9573,S10,C6,SF,9.860955361174168,2799,170,Overdue,7
TX00165,2024-08-25 13:58:29.740690,9727,S1,C10,LA,16.259635543901016,2733,73,Paid,4
TX00166,2024-08-24 13:58:29.740690,9804,S4,C10,SF,18.690669940462616,1645,175,Paid,6
TX00167,2024-08-23 13:58:29.740690,9098,S7,C9,NY,13.87591189160732,1711,52,Overdue,4
TX00168,2024-08-22 13:58:29.740690,9683,S9,C3,NY,8.264173780959227,1440,120,Overdue,3
TX00169,2024-08-21 13:58:29.740690,9871,S3,C10,NY,8.300002260712198,2111,189,Overdue,6
TX00170,2024-08-20 13:58:29.740690,9725,S7,C2,SF,14.05807496318596,2595,82,Overdue,7
TX00171,2024-08-19 13:58:29.740690,9986,S7,C1,Chicago,11.101425602580946,2910,71,Paid,8
TX00172,2024-08-18 13:58:29.740690,9546,S7,C2,NY,7.658964481638553,1402,63,Overdue,2
TX00173,2024-08-17 13:58:29.740690,9960,S2,C3,LA,16.810955595105806,1124,174,Overdue,8
TX00174,2024-08-16 13:58:29.740690,9738,S6,C7,Chicago,8.003645547518458,2203,103,Paid,1
TX00175,2024-08-15 13:58:29.740690,9612,S2,C2,NY,9.824612519725978,1936,80,Overdue,8
TX00176,2024-08-14 13:58:29.740690,9942,S6,C5,SF,5.921441581671564,1346,118,Overdue,8
TX00177,2024-08-13 13:58:29.740690,9461,S10,C2,LA,15.52058169653993,1467,148,Paid,1
TX00178,2024-08-12 13:58:29.740690,9642,S3,C7,NY,9.129168914032208,2879,194,Overdue,1
TX00179,2024-08-11 13:58:29.740690,9768,S2,C10,LA,8.493004435225117,1677,145,Overdue,7
TX00180,2024-08-10 13:58:29.740690,9004,S6,C8,Chicago,9.550374290333805,1382,164,Overdue,6
TX00181,2024-08-09 13:58:29.740690,9217,S2,C8,NY,18.111957994590615,1324,181,Paid,4
TX00182,2024-08-08 13:58:29.740690,9502,S5,C8,SF,12.77027855709246,1655,59,Overdue,2
TX00183,2024-08-07 13:58:29.740690,9766,S2,C10,LA,7.3682709480079485,1550,168,Paid,9
TX00184,2024-08-06 13:58:29.740690,9397,S3,C9,NY,16.61721330927018,1864,150,Paid,2
TX00185,2024-08-05 13:58:29.740690,9870,S3,C1,Chicago,8.12679868444228,2225,186,Paid,4
TX00186,2024-08-04 13:58:29.740690,9794,S6,C1,Chicago,11.1871422228436,1562,199,Overdue,3
TX00187,2024-08-03 13:58:29.740690,9392,S6,C10,NY,13.521137288717927,1900,198,Paid,2
TX00188,2024-08-02 13:58:29.740690,9206,S10,C2,Chicago,13.76664372094565,1115,176,Paid,7
TX00189,2024-08-01 13:58:29.740690,9014,S3,C6,LA,6.035481747609071,1082,72,Overdue,5
TX00190,2024-07-31 13:58:29.740690,9857,S3,C1,LA,17.55206737554564,1445,110,Overdue,9
TX00191,2024-07-30 13:58:29.740690,9553,S1,C5,LA,12.191461399067933,2138,189,Paid,4
TX00192,2024-07-29 13:58:29.740690,9891,S7,C5,LA,19.83891049576839,1808,144,Overdue,2
TX00193,2024-07-28 13:58:29.740690,9460,S8,C4,Chicago,15.761636119213884,1084,171,Paid,6
TX00194,2024-07-27 13:58:29.740690,9690,S2,C5,NY,19.88853356425877,1194,194,Overdue,1
TX00195,2024-07-26 13:58:29.740690,9574,S4,C1,Chicago,11.802128720976643,1058,153,Overdue,2
TX00196,2024-07-25 13:58:29.740690,9863,S10,C6,Chicago,7.11172110861017,2780,158,Overdue,7
TX00197,2024-07-24 13:58:29.740690,9742,S7,C7,NY,15.909640655444704,1859,70,Overdue,7
TX00198,2024-07-23 13:58:29.740690,9240,S8,C8,NY,16.666404237246745,2256,96,Overdue,5
TX00199,2024-07-22 13:58:29.740690,9563,S1,C2,SF,17.79252901823744,2170,146,Overdue,6
TX00200,2024-07-21 13:58:29.740690,9095,S4,C7,LA,9.52173538409466,2871,192,Paid,4
TX00201,2024-07-20 13:58:29.740690,9899,S6,C6,NY,12.660259761729904,2597,108,Paid,2
TX00202,2024-07-19 13:58:29.740690,9733,S3,C9,Chicago,17.86258360040597,1692,192,Paid,7
TX00203,2024-07-18 13:58:29.740690,9484,S5,C8,LA,17.97104354917849,2985,78,Overdue,5
TX00204,2024-07-17 13:58:29.740690,9406,S10,C4,LA,5.385257645842113,2799,60,Paid,9
TX00205,2024-07-16 13:58:29.740690,9230,S9,C9,Chicago,15.063751760802372,1813,78,Overdue,7
TX00206,2024-07-15 13:58:29.740690,9748,S3,C1,NY,14.025310243561728,1357,164,Overdue,2
TX00207,2024-07-14 13:58:29.740690,9654,S5,C6,LA,6.250066660418088,1651,135,Overdue,1
TX00208,2024-07-13 13:58:29.740690,9170,S8,C8,LA,18.952041192679395,1087,138,Paid,3
TX00209,2024-07-12 13:58:29.740690,9540,S6,C4,LA,11.680584407638555,2088,134,Overdue,8
TX00210,2024-07-11 13:58:29.740690,9035,S4,C2,LA,15.11386565191108,1977,163,Paid,6
TX00211,2024-07-10 13:58:29.740690,9524,S8,C2,LA,18.24196693254673,1534,105,Overdue,2
TX00212,2024-07-09 13:58:29.740690,9159,S3,C10,Chicago,6.951816062958276,1294,52,Overdue,7
TX00213,2024-07-08 13:58:29.740690,9838,S3,C1,NY,17.83764715257101,2083,62,Paid,8
TX00214,2024-07-07 13:58:29.740690,9698,S4,C5,NY,15.864584445967353,2946,119,Overdue,4
TX00215,2024-07-06 13:58:29.740690,9242,S9,C6,LA,17.593884829357393,2976,60,Paid,8
TX00216,2024-07-05 13:58:29.740690,9085,S5,C4,LA,12.42253557760806,1555,169,Overdue,4
TX00217,2024-07-04 13:58:29.740690,9795,S8,C4,LA,5.502272803066168,1747,105,Paid,3
TX00218,2024-07-03 13:58:29.740690,9577,S6,C5,Chicago,15.057737655659478,2093,194,Overdue,8
TX00219,2024-07-02 13:58:29.740690,9681,S3,C5,Chicago,10.61798642630262,1923,58,Paid,2
TX00220,2024-07-01 13:58:29.740690,9556,S8,C9,SF,11.036237515443256,2942,172,Overdue,4
TX00221,2024-06-30 13:58:29.740690,9573,S9,C8,LA,11.618933022595709,2907,171,Overdue,7
TX00222,2024-06-29 13:58:29.740690,9952,S8,C9,SF,12.393644536727264,1545,132,Paid,1
TX00223,2024-06-28 13:58:29.740690,9645,S4,C3,SF,14.929013488489051,2560,128,Overdue,2
TX00224,2024-06-27 13:58:29.740690,9795,S6,C3,SF,15.901635143778115,1906,68,Overdue,5
TX00225,2024-06-26 13:58:29.740690,9027,S1,C1,NY,16.65263429542438,2583,146,Overdue,9
TX00226,2024-06-25 13:58:29.740690,9619,S4,C10,SF,15.074092866522074,1832,53,Overdue,1
TX00227,2024-06-24 13:58:29.740690,9555,S8,C6,LA,17.052191298811152,2893,96,Paid,3
TX00228,2024-06-23 13:58:29.740690,9339,S1,C4,Chicago,6.832238118359017,1137,148,Paid,6
TX00229,2024-06-22 13:58:29.740690,9797,S3,C8,LA,17.552264992967594,2736,182,Paid,7
TX00230,2024-06-21 13:58:29.740690,9957,S1,C2,Chicago,10.8091863073919,1409,173,Overdue,6
TX00231,2024-06-20 13:58:29.740690,9330,S9,C2,NY,12.931650136459703,1905,82,Paid,7
TX00232,2024-06-19 13:58:29.740690,9639,S2,C7,NY,11.506691007423289,2297,97,Paid,8
TX00233,2024-06-18 13:58:29.740690,9505,S9,C5,LA,12.13575806612308,2211,175,Paid,6
TX00234,2024-06-17 13:58:29.740690,9347,S4,C1,NY,9.2814152768671,1328,161,Paid,1
TX00235,2024-06-16 13:58:29.740690,9472,S2,C7,Chicago,7.5492636619950915,1044,128,Overdue,4
TX00236,2024-06-15 13:58:29.740690,9230,S4,C7,NY,6.573420995649078,1665,150,Overdue,1
TX00237,2024-06-14 13:58:29.740690,9189,S10,C10,SF,11.770982586021011,1873,96,Paid,5
TX00238,2024-06-13 13:58:29.740690,9224,S6,C6,SF,6.87891494827908,2928,186,Overdue,8
TX00239,2024-06-12 13:58:29.740690,9384,S7,C4,NY,8.674827088219107,1035,154,Overdue,2
TX00240,2024-06-11 13:58:29.740690,9376,S3,C8,LA,7.004238284392477,2678,96,Paid,5
TX00241,2024-06-10 13:58:29.741683,9282,S3,C2,SF,6.636818473629348,1407,137,Paid,6
TX00242,2024-06-09 13:58:29.741683,9957,S10,C2,Chicago,18.236917217716268,2959,131,Paid,3
TX00243,2024-06-08 13:58:29.741683,9632,S8,C2,LA,15.110389295130265,1762,66,Overdue,2
TX00244,2024-06-07 13:58:29.741683,9627,S5,C3,NY,18.856386678033765,1641,178,Overdue,4
TX00245,2024-06-06 13:58:29.741683,9972,S4,C6,LA,14.660182373493663,2411,104,Paid,8
TX00246,2024-06-05 13:58:29.741683,9744,S7,C1,LA,17.65926536050771,1741,60,Paid,2
TX00247,2024-06-04 13:58:29.741683,9258,S7,C2,LA,13.329478839044596,1350,82,Paid,3
TX00248,2024-06-03 13:58:29.741683,9358,S9,C10,LA,11.939450760128372,2555,113,Overdue,2
TX00249,2024-06-02 13:58:29.741683,9709,S9,C2,NY,12.927161015050956,1678,107,Paid,1
TX00250,2024-06-01 13:58:29.741683,9455,S5,C1,NY,9.803382417151624,2836,157,Paid,1
TX00251,2024-05-31 13:58:29.741683,9410,S8,C3,SF,14.86958586490687,1153,197,Paid,3
TX00252,2024-05-30 13:58:29.741683,9648,S10,C10,SF,18.4576235250602,2467,67,Overdue,1
TX00253,2024-05-29 13:58:29.741683,9317,S1,C7,Chicago,16.735301697316856,1196,127,Paid,8
TX00254,2024-05-28 13:58:29.741683,9676,S9,C1,Chicago,11.93000016105928,1067,172,Overdue,1
TX00255,2024-05-27 13:58:29.741683,9224,S8,C7,SF,19.308786287404715,1853,92,Paid,3
TX00256,2024-05-26 13:58:29.741683,9818,S6,C5,SF,19.781346411771644,2093,197,Overdue,9
TX00257,2024-05-25 13:58:29.741683,9233,S3,C9,LA,12.396509145953004,2764,106,Paid,3
TX00258,2024-05-24 13:58:29.741683,9683,S3,C2,SF,17.96959761969172,2141,67,Overdue,9
TX00259,2024-05-23 13:58:29.741683,9663,S8,C1,Chicago,5.071553842671873,1798,194,Overdue,1
TX00260,2024-05-22 13:58:29.741683,9974,S5,C9,SF,5.999833876200102,1382,109,Paid,6
TX00261,2024-05-21 13:58:29.741683,9826,S10,C8,LA,5.33584113393167,2732,138,Paid,7
